timestamp_utc,current_experiment,current_repetition,current_seed,cpu_pct,ram_used_gb,ram_total_gb,disk_free_gb,gpu_name,gpu_temp_c,gpu_power_w,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_error
2026-09-03T16:11:45.502837+00:00,01_yolo26_main,1,1,11.1,21.22,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,50,115.23,93,7025.5,16380.0,
2026-09-03T16:11:55.530264+00:00,01_yolo26_main,1,1,10.8,21.3,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,118.45,87,7024.3,16380.0,
2026-09-03T16:12:05.556855+00:00,01_yolo26_main,1,1,10.5,21.08,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,117.11,93,7025.3,16380.0,
2026-09-03T16:12:15.583858+00:00,01_yolo26_main,1,1,10.5,21.19,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,115.84,93,7024.3,16380.0,
2026-09-03T16:12:25.610840+00:00,01_yolo26_main,1,1,10.6,21.19,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,115.39,86,7025.3,16380.0,
2026-09-03T16:12:35.634835+00:00,01_yolo26_main,1,1,10.5,21.22,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,117.28,90,7024.3,16380.0,
2026-09-03T16:12:45.661875+00:00,01_yolo26_main,1,1,10.7,21.29,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,113.78,90,7025.3,16380.0,
2026-09-03T16:12:55.690522+00:00,01_yolo26_main,1,1,10.8,21.21,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,50,116.05,94,7024.3,16380.0,
2026-09-03T16:13:05.717834+00:00,01_yolo26_main,1,1,10.3,21.23,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,115.96,96,7025.3,16380.0,
2026-09-03T16:13:15.745845+00:00,01_yolo26_main,1,1,14.2,21.09,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,117.01,92,7024.3,16380.0,
2026-09-03T16:13:25.773816+00:00,01_yolo26_main,1,1,10.5,21.16,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,49,116.09,80,7025.3,16380.0,
2026-09-03T16:13:35.799873+00:00,01_yolo26_main,1,1,10.5,21.21,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,117.64,93,7024.3,16380.0,
2026-09-03T16:13:45.817829+00:00,01_yolo26_main,1,1,10.9,20.94,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,117.98,86,7025.3,16380.0,
2026-09-03T16:13:55.843844+00:00,01_yolo26_main,1,1,10.8,21.05,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,47,97.07,55,7024.3,16380.0,
2026-09-03T16:14:05.868994+00:00,01_yolo26_main,1,1,10.3,21.09,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,114.32,93,7025.3,16380.0,
2026-09-03T16:14:15.886391+00:00,01_yolo26_main,1,1,10.2,21.21,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,116.01,94,7024.3,16380.0,
2026-09-03T16:14:25.913424+00:00,01_yolo26_main,1,1,10.4,21.33,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,43,72.43,13,7025.3,16380.0,
2026-09-03T16:14:35.933851+00:00,01_yolo26_main,1,1,10.4,21.19,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,117.78,87,7024.3,16380.0,
2026-09-03T16:14:45.960268+00:00,01_yolo26_main,1,1,10.6,21.22,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,115.96,92,7025.3,16380.0,
2026-09-03T16:14:55.985877+00:00,01_yolo26_main,1,1,10.5,21.42,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,44,74.1,10,7024.3,16380.0,
2026-09-03T16:15:06.008843+00:00,01_yolo26_main,1,1,10.4,21.27,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,117.71,91,7023.2,16380.0,
2026-09-03T16:15:16.027283+00:00,01_yolo26_main,1,1,10.4,21.34,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,117.47,92,7022.2,16380.0,
2026-09-03T16:15:26.053843+00:00,01_yolo26_main,1,1,10.5,21.42,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,50,79.77,93,7023.2,16380.0,
2026-09-03T16:15:36.081838+00:00,01_yolo26_main,1,1,10.6,21.3,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,116.39,90,7022.2,16380.0,
2026-09-03T16:15:46.107837+00:00,01_yolo26_main,1,1,10.8,21.33,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,50,117.41,92,7023.2,16380.0,
2026-09-03T16:15:56.132825+00:00,01_yolo26_main,1,1,10.3,21.26,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,117.31,92,7022.2,16380.0,
2026-09-03T16:16:06.160914+00:00,01_yolo26_main,1,1,10.5,21.25,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,116.42,91,7023.2,16380.0,
2026-09-03T16:16:16.186825+00:00,01_yolo26_main,1,1,10.3,21.28,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,117.36,89,7022.2,16380.0,
2026-09-03T16:16:26.212839+00:00,01_yolo26_main,1,1,10.4,21.3,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,117.1,93,7023.2,16380.0,
2026-09-03T16:16:36.237514+00:00,01_yolo26_main,1,1,10.5,21.37,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,53,117.98,93,7022.2,16380.0,
2026-09-03T16:16:46.264873+00:00,01_yolo26_main,1,1,11.4,21.36,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,50,116.34,90,7023.2,16380.0,
2026-09-03T16:16:56.290967+00:00,01_yolo26_main,1,1,10.8,21.09,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,117.56,88,7022.2,16380.0,
2026-09-03T16:17:06.318838+00:00,01_yolo26_main,1,1,10.5,21.07,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,48,105.11,88,7023.2,16380.0,
2026-09-03T16:17:16.344063+00:00,01_yolo26_main,1,1,10.1,21.14,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,53,117.26,92,7022.2,16380.0,
2026-09-03T16:17:26.371811+00:00,01_yolo26_main,1,1,10.5,21.18,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,116.53,90,7023.2,16380.0,
2026-09-03T16:17:36.390518+00:00,01_yolo26_main,1,1,10.5,21.31,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,44,74.38,90,7022.2,16380.0,
2026-09-03T16:17:46.413807+00:00,01_yolo26_main,1,1,11.1,20.96,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,114.59,92,7023.2,16380.0,
2026-09-03T16:17:56.439830+00:00,01_yolo26_main,1,1,10.4,21.04,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,115.3,93,7022.2,16380.0,
2026-09-03T16:18:06.467115+00:00,01_yolo26_main,1,1,10.3,21.07,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,84.25,2,7687.2,16380.0,
2026-09-03T16:18:16.500313+00:00,01_yolo26_main,1,1,10.6,21.15,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,118.38,88,7686.2,16380.0,
2026-09-03T16:18:26.518172+00:00,01_yolo26_main,1,1,10.4,21.1,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,117.21,92,7687.2,16380.0,
2026-09-03T16:18:36.547033+00:00,01_yolo26_main,1,1,10.5,20.35,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,111.06,85,7686.2,16380.0,
2026-09-03T16:18:46.567917+00:00,01_yolo26_main,1,1,10.9,20.58,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,50,117.18,93,7687.2,16380.0,
2026-09-03T16:18:56.591833+00:00,01_yolo26_main,1,1,10.3,20.7,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,114.13,93,7686.2,16380.0,
2026-09-03T16:19:06.611662+00:00,01_yolo26_main,1,1,10.6,20.26,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,108.85,90,7687.2,16380.0,
2026-09-03T16:19:16.635113+00:00,01_yolo26_main,1,1,10.6,20.41,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,115.16,92,7686.2,16380.0,
2026-09-03T16:19:26.656740+00:00,01_yolo26_main,1,1,10.4,20.54,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,116.17,88,7687.2,16380.0,
2026-09-03T16:19:36.684672+00:00,01_yolo26_main,1,1,10.4,20.64,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,50,116.59,97,7686.2,16380.0,
2026-09-03T16:19:46.709367+00:00,01_yolo26_main,1,1,10.9,20.63,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,117.62,94,7686.2,16380.0,
2026-09-03T16:19:56.726858+00:00,01_yolo26_main,1,1,10.3,20.63,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,50,116.17,93,7686.2,16380.0,
2026-09-03T16:20:06.753105+00:00,01_yolo26_main,1,1,10.5,20.74,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,50,117.23,93,7655.7,16380.0,
2026-09-03T16:20:16.781061+00:00,01_yolo26_main,1,1,10.6,20.71,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,53,116.53,86,7654.7,16380.0,
2026-09-03T16:20:26.807829+00:00,01_yolo26_main,1,1,10.6,20.66,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,50,115.31,93,7655.7,16380.0,
2026-09-03T16:20:36.834826+00:00,01_yolo26_main,1,1,10.2,20.76,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,53,118.56,93,7654.7,16380.0,
2026-09-03T16:20:46.860828+00:00,01_yolo26_main,1,1,10.9,20.69,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,114.62,89,7655.7,16380.0,
2026-09-03T16:20:56.883827+00:00,01_yolo26_main,1,1,10.4,20.73,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,50,117.83,93,7654.7,16380.0,
2026-09-03T16:21:06.910830+00:00,01_yolo26_main,1,1,10.4,20.46,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,116.6,92,7654.7,16380.0,
2026-09-03T16:21:16.938682+00:00,01_yolo26_main,1,1,10.4,20.64,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,44,61.15,7,7653.7,16380.0,
2026-09-03T16:21:26.961910+00:00,01_yolo26_main,1,1,10.6,20.49,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,117.18,92,7654.7,16380.0,
2026-09-03T16:21:36.989559+00:00,01_yolo26_main,1,1,10.5,20.39,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,50,114.86,94,7653.7,16380.0,
2026-09-03T16:21:47.017861+00:00,01_yolo26_main,1,1,10.7,20.44,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,51,111.16,90,7654.7,16380.0,
2026-09-03T16:21:57.037492+00:00,01_yolo26_main,1,1,10.5,20.47,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,116.98,94,7653.7,16380.0,
2026-09-03T16:22:07.065835+00:00,01_yolo26_main,1,1,10.5,20.53,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,116.25,92,7654.7,16380.0,
2026-09-03T16:22:17.086988+00:00,01_yolo26_main,1,1,10.4,20.68,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,52,117.89,93,7653.7,16380.0,
2026-09-03T16:22:27.114689+00:00,01_yolo26_main,1,1,10.5,20.58,30.49,1513.0,NVIDIA GeForce RTX 4060 Ti,53,117.29,93,7654.7,16380.0,
2026-09-03T16:22:37.141388+00:00,01_yolo26_main,1,1,10.4,20.59,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,116.66,93,7653.7,16380.0,
2026-09-03T16:22:47.168843+00:00,01_yolo26_main,1,1,10.6,20.64,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,115.44,88,7654.7,16380.0,
2026-09-03T16:22:57.195858+00:00,01_yolo26_main,1,1,10.5,20.63,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,50,113.77,94,7653.7,16380.0,
2026-09-03T16:23:07.219839+00:00,01_yolo26_main,1,1,10.6,20.68,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,118.52,93,7654.7,16380.0,
2026-09-03T16:23:17.244865+00:00,01_yolo26_main,1,1,15.0,20.73,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,114.52,94,7653.7,16380.0,
2026-09-03T16:23:27.271815+00:00,01_yolo26_main,1,1,16.4,20.74,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,117.55,86,7654.7,16380.0,
2026-09-03T16:23:37.291952+00:00,01_yolo26_main,1,1,17.0,20.54,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,51,117.84,93,7653.7,16380.0,
2026-09-03T16:23:47.320862+00:00,01_yolo26_main,1,1,11.2,20.64,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,51,118.28,91,7584.5,16380.0,
2026-09-03T16:23:57.346833+00:00,01_yolo26_main,1,1,11.9,20.65,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,50,104.28,97,7652.9,16380.0,
2026-09-03T16:24:07.374223+00:00,01_yolo26_main,1,1,10.9,20.72,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,50,116.86,91,7617.5,16380.0,
2026-09-03T16:24:17.394889+00:00,01_yolo26_main,1,1,10.7,20.77,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,115.65,90,7618.5,16380.0,
2026-09-03T16:24:27.419863+00:00,01_yolo26_main,1,1,10.7,20.86,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,44,77.68,95,7617.5,16380.0,
2026-09-03T16:24:37.443950+00:00,01_yolo26_main,1,1,10.8,20.69,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,117.45,88,7618.5,16380.0,
2026-09-03T16:24:47.471846+00:00,01_yolo26_main,1,1,12.1,20.57,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,113.43,86,7632.8,16380.0,
2026-09-03T16:24:57.495136+00:00,01_yolo26_main,1,1,11.2,20.74,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,44,72.38,98,7637.2,16380.0,
2026-09-03T16:25:07.559011+00:00,01_yolo26_main,1,1,13.8,20.98,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,52,113.27,92,7663.5,16380.0,
2026-09-03T16:25:17.625845+00:00,01_yolo26_main,1,1,11.6,21.02,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,51,115.37,91,7689.7,16380.0,
2026-09-03T16:25:27.693881+00:00,01_yolo26_main,1,1,12.9,21.22,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,49,95.65,92,7674.2,16380.0,
2026-09-03T16:25:37.758769+00:00,01_yolo26_main,1,1,13.3,20.85,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,52,113.44,93,7791.2,16380.0,
2026-09-03T16:25:47.824848+00:00,01_yolo26_main,1,1,12.1,20.86,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,51,115.31,92,7695.5,16380.0,
2026-09-03T16:25:57.854940+00:00,01_yolo26_main,1,1,11.9,20.9,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,52,114.35,94,7662.1,16380.0,
2026-09-03T16:26:07.882841+00:00,01_yolo26_main,1,1,12.4,20.98,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,50,112.06,94,7710.0,16380.0,
2026-09-03T16:26:17.909066+00:00,01_yolo26_main,1,1,12.7,20.73,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,52,115.73,93,7695.4,16380.0,
2026-09-03T16:26:27.937854+00:00,01_yolo26_main,1,1,13.7,20.82,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,52,115.55,91,7798.2,16380.0,
2026-09-03T16:26:38.001830+00:00,01_yolo26_main,1,1,11.8,20.96,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,51,113.54,92,7770.1,16380.0,
2026-09-03T16:26:48.067813+00:00,01_yolo26_main,1,1,11.7,21.05,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,50,115.83,93,7763.2,16380.0,
2026-09-03T16:26:58.096197+00:00,01_yolo26_main,1,1,11.9,21.03,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,51,115.35,93,7762.1,16380.0,
2026-09-03T16:27:08.120842+00:00,01_yolo26_main,1,1,11.9,21.1,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,52,114.64,90,7766.1,16380.0,
2026-09-03T16:27:18.146837+00:00,01_yolo26_main,1,1,11.7,21.09,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,50,116.62,93,7774.1,16380.0,
2026-09-03T16:27:28.174526+00:00,01_yolo26_main,1,1,12.8,21.23,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,51,113.0,94,7803.9,16380.0,
2026-09-03T16:27:38.234592+00:00,01_yolo26_main,1,1,12.2,20.75,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,52,114.06,91,7811.9,16380.0,
2026-09-03T16:27:48.298840+00:00,01_yolo26_main,1,1,12.1,21.02,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,51,114.85,90,7803.9,16380.0,
2026-09-03T16:27:58.367831+00:00,01_yolo26_main,1,1,12.2,20.88,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,53,116.37,88,7803.9,16380.0,
2026-09-03T16:28:08.436820+00:00,01_yolo26_main,1,1,12.8,20.98,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,52,112.96,87,7852.2,16380.0,
2026-09-03T16:28:18.503835+00:00,01_yolo26_main,1,1,13.5,20.51,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,49,94.24,86,7808.2,16380.0,
2026-09-03T16:28:28.571838+00:00,01_yolo26_main,1,1,13.4,20.55,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,52,113.34,93,7808.1,16380.0,
2026-09-03T16:28:38.639836+00:00,01_yolo26_main,1,1,13.2,20.24,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,50,113.84,95,7808.1,16380.0,
2026-09-03T16:28:48.704502+00:00,01_yolo26_main,1,1,12.6,20.58,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,44,48.46,62,7785.2,16380.0,
2026-09-03T16:28:58.767834+00:00,01_yolo26_main,1,1,12.5,20.37,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,52,115.13,87,7785.2,16380.0,
2026-09-03T16:29:08.836837+00:00,01_yolo26_main,1,1,12.6,20.43,30.49,1513.02,NVIDIA GeForce RTX 4060 Ti,50,115.14,93,7785.2,16380.0,
2026-09-03T16:29:18.899871+00:00,01_yolo26_main,1,1,13.0,20.4,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,51,107.7,93,7793.1,16380.0,
2026-09-03T16:29:28.966826+00:00,01_yolo26_main,1,1,12.3,20.49,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,116.25,94,7793.1,16380.0,
2026-09-03T16:29:39.032861+00:00,01_yolo26_main,1,1,11.8,20.56,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,51,113.94,88,7793.1,16380.0,
2026-09-03T16:29:49.100820+00:00,01_yolo26_main,1,1,12.8,20.51,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,115.7,93,7795.1,16380.0,
2026-09-03T16:29:59.166897+00:00,01_yolo26_main,1,1,12.6,20.17,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,114.66,94,7795.1,16380.0,
2026-09-03T16:30:09.193823+00:00,01_yolo26_main,1,1,11.6,20.18,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,114.86,94,7794.9,16380.0,
2026-09-03T16:30:19.219827+00:00,01_yolo26_main,1,1,11.6,20.21,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,50,115.43,93,7794.9,16380.0,
2026-09-03T16:30:29.245474+00:00,01_yolo26_main,1,1,11.8,20.32,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,53,116.19,91,7794.9,16380.0,
2026-09-03T16:30:39.272835+00:00,01_yolo26_main,1,1,11.6,20.43,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,51,116.14,86,7794.9,16380.0,
2026-09-03T16:30:49.298854+00:00,01_yolo26_main,1,1,11.9,20.36,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,53,117.14,93,7794.9,16380.0,
2026-09-03T16:30:59.325823+00:00,01_yolo26_main,1,1,11.6,20.41,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,116.95,87,7794.9,16380.0,
2026-09-03T16:31:09.354057+00:00,01_yolo26_main,1,1,11.7,20.44,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,53,116.53,93,7794.9,16380.0,
2026-09-03T16:31:19.381248+00:00,01_yolo26_main,1,1,11.7,20.35,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,114.03,92,7794.9,16380.0,
2026-09-03T16:31:29.407860+00:00,01_yolo26_main,1,1,11.3,20.4,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,116.76,95,7802.9,16380.0,
2026-09-03T16:31:39.436832+00:00,01_yolo26_main,1,1,11.4,20.43,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,115.68,97,7806.9,16380.0,
2026-09-03T16:31:49.464112+00:00,01_yolo26_main,1,1,12.2,20.48,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,51,116.72,91,7813.7,16380.0,
2026-09-03T16:31:59.483952+00:00,01_yolo26_main,1,1,11.4,20.49,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,50,116.69,93,7813.7,16380.0,
2026-09-03T16:32:09.510519+00:00,01_yolo26_main,1,1,11.3,20.57,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,117.08,93,7805.7,16380.0,
2026-09-03T16:32:19.537830+00:00,01_yolo26_main,1,1,11.8,20.48,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,115.26,93,7807.7,16380.0,
2026-09-03T16:32:29.565838+00:00,01_yolo26_main,1,1,11.8,20.58,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,116.0,94,7813.2,16380.0,
2026-09-03T16:32:39.593133+00:00,01_yolo26_main,1,1,14.1,20.48,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,114.39,94,7807.2,16380.0,
2026-09-03T16:32:49.658728+00:00,01_yolo26_main,1,1,14.5,20.48,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,114.28,93,7869.4,16380.0,
2026-09-03T16:32:59.719292+00:00,01_yolo26_main,1,1,11.6,20.47,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,53,115.2,94,7833.4,16380.0,
2026-09-03T16:33:09.789213+00:00,01_yolo26_main,1,1,11.8,20.56,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,49,114.76,93,7816.2,16380.0,
2026-09-03T16:33:19.815509+00:00,01_yolo26_main,1,1,13.2,20.53,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,114.2,93,7809.4,16380.0,
2026-09-03T16:33:29.883833+00:00,01_yolo26_main,1,1,11.9,20.57,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,53,115.62,92,7792.1,16380.0,
2026-09-03T16:33:39.949830+00:00,01_yolo26_main,1,1,11.6,20.69,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,51,114.64,94,7800.7,16380.0,
2026-09-03T16:33:49.994889+00:00,01_yolo26_main,1,1,12.2,20.59,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,52,114.86,95,7792.1,16380.0,
2026-09-03T16:34:00.023623+00:00,01_yolo26_main,1,1,12.3,20.49,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,49,115.66,93,7776.5,16380.0,
2026-09-03T16:34:10.091860+00:00,01_yolo26_main,1,1,13.3,20.46,30.49,1513.03,NVIDIA GeForce RTX 4060 Ti,48,97.15,92,7777.1,16380.0,
