epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
168,1133.96,1.58678,0.94994,0.00173,0.49293,0.44598,0.40969,0.11013,2.67659,2.17611,0.00367,6.6533e-05,6.6533e-05,6.6533e-05
169,1140.49,1.55269,0.90903,0.00174,0.55043,0.4014,0.39636,0.10767,2.6606,2.28388,0.00361,6.6191e-05,6.6191e-05,6.6191e-05
170,1147.1,1.61249,0.94892,0.00177,0.52026,0.36476,0.40997,0.1167,2.67689,2.24183,0.00363,6.58484e-05,6.58484e-05,6.58484e-05
171,1153.56,1.60111,0.97616,0.00167,0.5188,0.42802,0.4455,0.12958,2.61884,2.15928,0.00355,6.5505e-05,6.5505e-05,6.5505e-05
172,1160.16,1.57807,0.89997,0.0018,0.50507,0.42129,0.37575,0.10019,2.67159,2.27585,0.00367,6.51611e-05,6.51611e-05,6.51611e-05
173,1166.59,1.58401,0.95296,0.00172,0.51526,0.46044,0.40284,0.11624,2.53694,2.24487,0.00334,6.48164e-05,6.48164e-05,6.48164e-05
174,1173.17,1.61167,0.98692,0.00177,0.49576,0.43539,0.41491,0.11996,2.57496,2.20887,0.00343,6.44712e-05,6.44712e-05,6.44712e-05
175,1179.58,1.56062,0.8699,0.00179,0.52482,0.41158,0.41298,0.11718,2.59557,2.21955,0.00349,6.41254e-05,6.41254e-05,6.41254e-05
176,1186.01,1.54752,0.97767,0.00174,0.51947,0.43585,0.44363,0.12905,2.58573,2.18606,0.00352,6.37791e-05,6.37791e-05,6.37791e-05
177,1192.68,1.57764,0.92273,0.00172,0.57772,0.40015,0.44609,0.13679,2.55044,2.22818,0.00338,6.34322e-05,6.34322e-05,6.34322e-05
178,1199.12,1.60216,0.94352,0.00167,0.5554,0.39488,0.42082,0.11719,2.6857,2.25884,0.00364,6.30847e-05,6.30847e-05,6.30847e-05
179,1205.54,1.55887,0.93053,0.00178,0.53095,0.4249,0.44388,0.13158,2.56426,2.26037,0.0034,6.27368e-05,6.27368e-05,6.27368e-05
180,1212.02,1.50262,0.86448,0.00165,0.49181,0.47495,0.44514,0.12284,2.66376,2.22863,0.00364,6.23884e-05,6.23884e-05,6.23884e-05
181,1218.45,1.60609,0.94208,0.00169,0.50494,0.46775,0.45819,0.1367,2.56268,2.24891,0.00345,6.20396e-05,6.20396e-05,6.20396e-05
182,1224.9,1.56547,0.90259,0.00178,0.5131,0.45729,0.43487,0.12232,2.64894,2.24306,0.00361,6.16903e-05,6.16903e-05,6.16903e-05
183,1231.43,1.55231,0.89487,0.00181,0.51425,0.49369,0.46127,0.14312,2.53523,2.15035,0.0034,6.13406e-05,6.13406e-05,6.13406e-05
184,1239.22,1.52228,0.87726,0.00167,0.55026,0.47844,0.43444,0.12337,2.63132,2.18872,0.00359,6.09905e-05,6.09905e-05,6.09905e-05
185,1245.62,1.49483,0.87818,0.00162,0.56588,0.45409,0.44417,0.12938,2.62734,2.21208,0.00355,6.064e-05,6.064e-05,6.064e-05
186,1252.1,1.5584,0.90267,0.00171,0.54287,0.43854,0.42541,0.11919,2.64231,2.21562,0.00355,6.02892e-05,6.02892e-05,6.02892e-05
187,1258.52,1.53836,0.90862,0.00177,0.52152,0.456,0.42875,0.11659,2.64979,2.19373,0.00356,5.9938e-05,5.9938e-05,5.9938e-05
188,1264.95,1.51135,0.89209,0.00162,0.47616,0.47184,0.4067,0.10402,2.7554,2.21756,0.00381,5.95866e-05,5.95866e-05,5.95866e-05
189,1271.48,1.50816,0.89683,0.00171,0.51241,0.48914,0.44816,0.12274,2.63981,2.28209,0.00354,5.92349e-05,5.92349e-05,5.92349e-05
190,1277.9,1.56153,0.90714,0.00173,0.53961,0.43654,0.42636,0.1104,2.70425,2.34248,0.00367,5.88829e-05,5.88829e-05,5.88829e-05
191,1284.43,1.54379,0.8862,0.00171,0.5246,0.44105,0.41765,0.11056,2.68725,2.31237,0.00368,5.85307e-05,5.85307e-05,5.85307e-05
192,1290.92,1.50517,0.88733,0.00159,0.49844,0.44913,0.39658,0.10319,2.65977,2.3161,0.00365,5.81782e-05,5.81782e-05,5.81782e-05
193,1297.34,1.55904,0.90285,0.00165,0.50227,0.45395,0.3917,0.10002,2.69892,2.27128,0.00375,5.78256e-05,5.78256e-05,5.78256e-05
194,1303.81,1.52689,0.88487,0.00167,0.53432,0.4619,0.43083,0.117,2.65283,2.20714,0.00369,5.74728e-05,5.74728e-05,5.74728e-05
195,1310.33,1.56293,0.90692,0.00164,0.54338,0.45397,0.41776,0.11192,2.70974,2.23017,0.0038,5.71198e-05,5.71198e-05,5.71198e-05
196,1316.75,1.49687,0.88873,0.00162,0.56319,0.47026,0.47358,0.13558,2.61093,2.11004,0.00354,5.67667e-05,5.67667e-05,5.67667e-05
197,1323.24,1.54737,0.87996,0.00171,0.51499,0.44063,0.44284,0.11883,2.73569,2.13566,0.00382,5.64135e-05,5.64135e-05,5.64135e-05
198,1329.74,1.52847,0.87011,0.00179,0.51009,0.4627,0.43671,0.11835,2.70943,2.13442,0.00381,5.60602e-05,5.60602e-05,5.60602e-05
199,1336.15,1.56281,0.91562,0.0016,0.50539,0.49533,0.42986,0.11501,2.66439,2.14292,0.0037,5.57068e-05,5.57068e-05,5.57068e-05
200,1342.58,1.55201,0.86932,0.00165,0.45106,0.46091,0.35718,0.08235,2.88381,2.22172,0.00416,5.53534e-05,5.53534e-05,5.53534e-05
201,1349.08,1.51076,0.88919,0.0017,0.48188,0.48125,0.38979,0.10205,2.70751,2.18263,0.00375,5.5e-05,5.5e-05,5.5e-05
202,1355.52,1.56091,0.9154,0.00165,0.48898,0.49193,0.40368,0.10691,2.70191,2.17891,0.00373,5.46466e-05,5.46466e-05,5.46466e-05
203,1361.96,1.52928,0.88325,0.00168,0.48614,0.46973,0.40657,0.1039,2.77393,2.17143,0.00391,5.42932e-05,5.42932e-05,5.42932e-05
204,1368.83,1.47883,0.91968,0.00167,0.50539,0.47184,0.43361,0.11721,2.64512,2.19536,0.00362,5.39398e-05,5.39398e-05,5.39398e-05
205,1375.26,1.51709,0.85728,0.0016,0.53311,0.46531,0.44507,0.12185,2.63424,2.18273,0.00357,5.35865e-05,5.35865e-05,5.35865e-05
206,1381.82,1.50726,0.83726,0.00166,0.54111,0.42553,0.3868,0.10267,2.71338,2.23248,0.00372,5.32333e-05,5.32333e-05,5.32333e-05
207,1388.26,1.52481,0.88373,0.00168,0.56877,0.4436,0.41981,0.11252,2.67258,2.20543,0.00362,5.28802e-05,5.28802e-05,5.28802e-05
208,1394.7,1.54118,0.86522,0.00164,0.50624,0.43674,0.36705,0.08867,2.80058,2.28317,0.00392,5.25272e-05,5.25272e-05,5.25272e-05
209,1401.59,1.52252,0.85434,0.00167,0.54576,0.49518,0.47169,0.14153,2.57042,2.17481,0.00349,5.21744e-05,5.21744e-05,5.21744e-05
210,1408,1.51494,0.85936,0.00168,0.53747,0.46649,0.46433,0.12866,2.63929,2.21989,0.00363,5.18218e-05,5.18218e-05,5.18218e-05
211,1414.57,1.519,0.86733,0.00174,0.53057,0.46052,0.47009,0.13553,2.6468,2.22854,0.00362,5.14693e-05,5.14693e-05,5.14693e-05
212,1421.05,1.51101,0.87568,0.00161,0.52894,0.47483,0.45847,0.13153,2.63445,2.23084,0.00362,5.11171e-05,5.11171e-05,5.11171e-05
213,1427.47,1.47653,0.80244,0.00161,0.53856,0.47218,0.44387,0.12166,2.68317,2.23059,0.0037,5.07651e-05,5.07651e-05,5.07651e-05
214,1433.92,1.52813,0.86724,0.00172,0.56586,0.47079,0.43972,0.12577,2.58736,2.26466,0.00349,5.04134e-05,5.04134e-05,5.04134e-05
215,1440.43,1.43926,0.82852,0.00159,0.52839,0.43664,0.39377,0.10583,2.64807,2.30886,0.00362,5.0062e-05,5.0062e-05,5.0062e-05
216,1446.89,1.51021,0.88019,0.00175,0.47501,0.43533,0.37114,0.09338,2.72972,2.33494,0.00378,4.97108e-05,4.97108e-05,4.97108e-05
217,1453.34,1.54072,0.86908,0.00159,0.43872,0.46021,0.3925,0.10739,2.60308,2.32228,0.00351,4.936e-05,4.936e-05,4.936e-05
218,1460.03,1.5483,0.83914,0.00161,0.5031,0.37525,0.37913,0.10502,2.59652,2.38042,0.00348,4.90095e-05,4.90095e-05,4.90095e-05
219,1466.51,1.52775,0.89596,0.00172,0.49077,0.45741,0.42035,0.12052,2.61154,2.28219,0.00356,4.86594e-05,4.86594e-05,4.86594e-05
220,1472.95,1.51735,0.83945,0.00161,0.51418,0.47869,0.44772,0.13012,2.56802,2.25944,0.00349,4.83097e-05,4.83097e-05,4.83097e-05
221,1479.5,1.51764,0.8601,0.00164,0.50172,0.46279,0.41756,0.1152,2.61697,2.33518,0.0036,4.79604e-05,4.79604e-05,4.79604e-05
222,1485.96,1.52055,0.83884,0.00164,0.50869,0.46674,0.40838,0.11854,2.57347,2.26914,0.00346,4.76116e-05,4.76116e-05,4.76116e-05
223,1492.41,1.48742,0.80395,0.00165,0.48769,0.44503,0.3961,0.10834,2.64996,2.23606,0.00359,4.72632e-05,4.72632e-05,4.72632e-05
224,1498.95,1.48485,0.8226,0.00166,0.49701,0.46159,0.41035,0.11058,2.70561,2.21741,0.00374,4.69153e-05,4.69153e-05,4.69153e-05
225,1505.54,1.52785,0.85643,0.00157,0.52471,0.4601,0.43634,0.12131,2.63811,2.20693,0.0036,4.65678e-05,4.65678e-05,4.65678e-05
226,1511.99,1.47854,0.8274,0.00154,0.5108,0.43921,0.41629,0.11431,2.75036,2.173,0.00383,4.62209e-05,4.62209e-05,4.62209e-05
227,1518.51,1.50303,0.83766,0.0017,0.52407,0.45074,0.44214,0.12155,2.70723,2.16192,0.00371,4.58746e-05,4.58746e-05,4.58746e-05
228,1524.95,1.47064,0.82435,0.0016,0.54406,0.4678,0.46002,0.13203,2.62817,2.12078,0.00353,4.55288e-05,4.55288e-05,4.55288e-05
229,1531.37,1.48568,0.84687,0.00169,0.53506,0.45796,0.43386,0.11785,2.6923,2.14556,0.00369,4.51836e-05,4.51836e-05,4.51836e-05
230,1537.93,1.49959,0.85019,0.00159,0.54784,0.44981,0.42671,0.11667,2.69853,2.14384,0.00374,4.48389e-05,4.48389e-05,4.48389e-05
231,1544.35,1.46393,0.80404,0.00151,0.53281,0.45721,0.42996,0.12167,2.63725,2.13759,0.00363,4.4495e-05,4.4495e-05,4.4495e-05
232,1550.92,1.47242,0.84,0.00164,0.52733,0.44995,0.42506,0.11652,2.65607,2.15309,0.00365,4.41516e-05,4.41516e-05,4.41516e-05
233,1557.48,1.47872,0.84241,0.00164,0.52712,0.47387,0.45357,0.12669,2.64143,2.12176,0.0036,4.3809e-05,4.3809e-05,4.3809e-05
234,1563.89,1.42746,0.78515,0.00155,0.55362,0.45709,0.45101,0.12086,2.70759,2.14762,0.00373,4.3467e-05,4.3467e-05,4.3467e-05
235,1570.36,1.4801,0.82792,0.00161,0.56015,0.45572,0.42862,0.11384,2.69572,2.19939,0.00372,4.31257e-05,4.31257e-05,4.31257e-05
236,1576.93,1.51425,0.8321,0.00168,0.50896,0.46333,0.41926,0.11087,2.70992,2.25605,0.00377,4.27852e-05,4.27852e-05,4.27852e-05
237,1583.33,1.49305,0.8046,0.00159,0.52087,0.46947,0.42846,0.11459,2.70088,2.26875,0.00374,4.24454e-05,4.24454e-05,4.24454e-05
238,1589.91,1.48115,0.80178,0.00151,0.52152,0.51171,0.47191,0.14045,2.56203,2.23089,0.00343,4.21064e-05,4.21064e-05,4.21064e-05
239,1596.46,1.49123,0.82243,0.00156,0.54919,0.49212,0.46953,0.13314,2.59574,2.2309,0.0035,4.17682e-05,4.17682e-05,4.17682e-05
240,1602.96,1.53743,0.86503,0.00158,0.56271,0.48791,0.4793,0.1427,2.56765,2.22196,0.00346,4.14308e-05,4.14308e-05,4.14308e-05
241,1609.52,1.47682,0.82766,0.00158,0.51774,0.47787,0.45303,0.12441,2.65499,2.27436,0.00364,4.10942e-05,4.10942e-05,4.10942e-05
242,1615.95,1.44708,0.78834,0.00145,0.53089,0.44797,0.42199,0.11249,2.74331,2.29283,0.00383,4.07585e-05,4.07585e-05,4.07585e-05
243,1622.41,1.49241,0.88024,0.00152,0.58613,0.44601,0.44953,0.12567,2.66776,2.25367,0.00365,4.04237e-05,4.04237e-05,4.04237e-05
244,1628.96,1.52724,0.85652,0.00161,0.58297,0.46495,0.4683,0.12916,2.67732,2.20955,0.00367,4.00898e-05,4.00898e-05,4.00898e-05
245,1635.53,1.50843,0.89755,0.00153,0.52542,0.46843,0.43835,0.11549,2.71329,2.2312,0.00375,3.97568e-05,3.97568e-05,3.97568e-05
246,1641.97,1.43794,0.80431,0.00152,0.53383,0.46985,0.4565,0.12485,2.68105,2.19044,0.00365,3.94247e-05,3.94247e-05,3.94247e-05
247,1648.51,1.48509,0.83569,0.00153,0.50681,0.46126,0.43723,0.11867,2.6918,2.23066,0.00369,3.90936e-05,3.90936e-05,3.90936e-05
248,1654.9,1.39971,0.821,0.00147,0.47369,0.47715,0.42268,0.11546,2.69018,2.27868,0.00369,3.87635e-05,3.87635e-05,3.87635e-05
249,1661.46,1.45084,0.80724,0.00145,0.46598,0.46011,0.42653,0.11392,2.77913,2.2987,0.00393,3.84344e-05,3.84344e-05,3.84344e-05
250,1667.96,1.50904,0.84743,0.00165,0.47213,0.47017,0.44049,0.12729,2.66507,2.27868,0.00369,3.81063e-05,3.81063e-05,3.81063e-05
251,1674.39,1.46889,0.79842,0.00158,0.53849,0.45069,0.47449,0.14545,2.54868,2.22907,0.00344,3.77792e-05,3.77792e-05,3.77792e-05
252,1681.17,1.50041,0.85405,0.00163,0.45928,0.44939,0.41386,0.11106,2.70292,2.34836,0.00377,3.74533e-05,3.74533e-05,3.74533e-05
253,1687.66,1.48895,0.80969,0.00158,0.52881,0.40231,0.39802,0.10835,2.70269,2.30846,0.0037,3.71283e-05,3.71283e-05,3.71283e-05
254,1694.18,1.56106,0.86063,0.00176,0.50104,0.40823,0.38499,0.10267,2.68803,2.31,0.00367,3.68045e-05,3.68045e-05,3.68045e-05
255,1700.73,1.46524,0.80741,0.00151,0.4708,0.42779,0.37973,0.0991,2.71111,2.32241,0.00374,3.64819e-05,3.64819e-05,3.64819e-05
256,1707.18,1.47735,0.83853,0.00161,0.5196,0.43243,0.41732,0.11741,2.61656,2.2686,0.00357,3.61603e-05,3.61603e-05,3.61603e-05
257,1713.61,1.46261,0.82561,0.00163,0.5295,0.43134,0.4239,0.11751,2.62836,2.22473,0.00358,3.58399e-05,3.58399e-05,3.58399e-05
258,1720.28,1.49125,0.79884,0.00161,0.52829,0.42348,0.41081,0.1084,2.73158,2.26546,0.00378,3.55207e-05,3.55207e-05,3.55207e-05
259,1726.74,1.41364,0.7507,0.00151,0.54136,0.3805,0.38526,0.10389,2.7575,2.30993,0.00379,3.52027e-05,3.52027e-05,3.52027e-05
260,1733.17,1.46893,0.81605,0.00158,0.52051,0.3986,0.38206,0.10323,2.74141,2.33805,0.00376,3.4886e-05,3.4886e-05,3.4886e-05
261,1739.68,1.4441,0.78949,0.00157,0.58902,0.40208,0.45143,0.13483,2.56599,2.31579,0.00341,3.45704e-05,3.45704e-05,3.45704e-05
262,1746.12,1.45348,0.78914,0.00154,0.53868,0.40331,0.42298,0.11403,2.73346,2.30746,0.00378,3.42562e-05,3.42562e-05,3.42562e-05
263,1752.62,1.48909,0.83229,0.00159,0.54306,0.40477,0.42174,0.11373,2.74299,2.28581,0.00381,3.39432e-05,3.39432e-05,3.39432e-05
264,1759.15,1.48007,0.79162,0.0015,0.58249,0.41509,0.44015,0.12367,2.68911,2.28831,0.0037,3.36315e-05,3.36315e-05,3.36315e-05
265,1765.73,1.47164,0.83633,0.00161,0.53487,0.43662,0.44069,0.12235,2.68723,2.22204,0.0037,3.33211e-05,3.33211e-05,3.33211e-05
266,1772.24,1.45987,0.79897,0.00151,0.52075,0.44176,0.42334,0.1155,2.68142,2.28745,0.00367,3.3012e-05,3.3012e-05,3.3012e-05
267,1778.8,1.5389,0.8542,0.00149,0.54141,0.48162,0.47838,0.14477,2.57814,2.20924,0.00348,3.27044e-05,3.27044e-05,3.27044e-05
268,1785.26,1.49299,0.86714,0.0016,0.52338,0.46269,0.44606,0.12454,2.655,2.2573,0.00364,3.23981e-05,3.23981e-05,3.23981e-05
269,1791.68,1.40546,0.78396,0.00155,0.50637,0.45763,0.43294,0.12152,2.64975,2.34855,0.00366,3.20931e-05,3.20931e-05,3.20931e-05
270,1798.18,1.41228,0.70513,0.00143,0.51787,0.44659,0.40917,0.10901,2.7183,2.34289,0.00376,3.17896e-05,3.17896e-05,3.17896e-05
271,1804.73,1.43918,0.78227,0.00155,0.51402,0.46736,0.43428,0.11,2.76541,2.29389,0.00388,3.14876e-05,3.14876e-05,3.14876e-05
272,1811.16,1.41966,0.75523,0.00149,0.52993,0.48011,0.45126,0.12616,2.63119,2.29711,0.00357,3.11869e-05,3.11869e-05,3.11869e-05
273,1817.7,1.46474,0.80731,0.00154,0.49185,0.46783,0.42345,0.11207,2.74277,2.22332,0.00377,3.08878e-05,3.08878e-05,3.08878e-05
274,1824.16,1.49112,0.82234,0.00151,0.53958,0.49224,0.47002,0.13511,2.67245,2.17376,0.00363,3.05901e-05,3.05901e-05,3.05901e-05
275,1830.7,1.46472,0.8272,0.00155,0.52716,0.46991,0.44366,0.11996,2.73366,2.20936,0.00379,3.0294e-05,3.0294e-05,3.0294e-05
276,1837.17,1.46042,0.79743,0.00147,0.54652,0.48124,0.45991,0.12678,2.67808,2.18115,0.00369,2.99993e-05,2.99993e-05,2.99993e-05
277,1843.6,1.41432,0.77219,0.0015,0.55688,0.44364,0.46667,0.13125,2.6666,2.16905,0.00368,2.97062e-05,2.97062e-05,2.97062e-05
278,1850.32,1.47498,0.80426,0.00151,0.5265,0.48511,0.45588,0.12892,2.67991,2.14946,0.00371,2.94147e-05,2.94147e-05,2.94147e-05
279,1856.83,1.52396,0.83279,0.00166,0.5238,0.42121,0.42131,0.10869,2.78428,2.23605,0.00396,2.91248e-05,2.91248e-05,2.91248e-05
280,1863.3,1.41948,0.75991,0.00157,0.46459,0.45227,0.38544,0.10318,2.70925,2.28689,0.00375,2.88364e-05,2.88364e-05,2.88364e-05
281,1869.81,1.44191,0.7916,0.00152,0.5084,0.43275,0.41233,0.10989,2.68658,2.27863,0.00373,2.85497e-05,2.85497e-05,2.85497e-05
282,1876.21,1.46298,0.78106,0.00149,0.49611,0.41765,0.39106,0.09881,2.75934,2.36483,0.00389,2.82646e-05,2.82646e-05,2.82646e-05
283,1882.62,1.46842,0.78259,0.00157,0.46209,0.43564,0.37801,0.0958,2.75678,2.38,0.00389,2.79811e-05,2.79811e-05,2.79811e-05
284,1889.11,1.45105,0.79607,0.00148,0.4999,0.4459,0.40058,0.10629,2.68452,2.32008,0.00372,2.76993e-05,2.76993e-05,2.76993e-05
285,1895.68,1.476,0.81357,0.00154,0.56748,0.44673,0.44287,0.12536,2.62147,2.2306,0.00356,2.74192e-05,2.74192e-05,2.74192e-05
286,1902.07,1.43157,0.74895,0.00153,0.57144,0.44875,0.4484,0.1217,2.68585,2.24047,0.00372,2.71408e-05,2.71408e-05,2.71408e-05
287,1908.6,1.42752,0.79634,0.00154,0.49525,0.45935,0.41288,0.10847,2.72025,2.27407,0.0038,2.68641e-05,2.68641e-05,2.68641e-05
288,1915.09,1.50973,0.85648,0.00166,0.5307,0.47491,0.44377,0.12704,2.63736,2.19188,0.00361,2.65891e-05,2.65891e-05,2.65891e-05
289,1921.62,1.41631,0.77537,0.00155,0.54531,0.4495,0.41797,0.1136,2.67504,2.23178,0.00367,2.63159e-05,2.63159e-05,2.63159e-05
290,1928.06,1.40163,0.75936,0.00145,0.51482,0.47193,0.43886,0.1206,2.69679,2.21582,0.00372,2.60445e-05,2.60445e-05,2.60445e-05
291,1934.52,1.41289,0.75031,0.00158,0.47665,0.45524,0.40554,0.10554,2.76888,2.2982,0.00388,2.57748e-05,2.57748e-05,2.57748e-05
292,1941.23,1.47349,0.78354,0.00149,0.5012,0.47995,0.42782,0.12224,2.66835,2.28258,0.00364,2.5507e-05,2.5507e-05,2.5507e-05
293,1947.66,1.4388,0.78007,0.0014,0.48236,0.4711,0.40784,0.10666,2.77498,2.32387,0.00391,2.5241e-05,2.5241e-05,2.5241e-05
294,1954.12,1.45245,0.78654,0.00152,0.5719,0.45978,0.45966,0.12946,2.68281,2.23894,0.00371,2.49768e-05,2.49768e-05,2.49768e-05
295,1960.67,1.42651,0.78338,0.00145,0.51328,0.47785,0.42411,0.11111,2.80198,2.23167,0.00396,2.47144e-05,2.47144e-05,2.47144e-05
296,1967.13,1.45815,0.75807,0.00154,0.49667,0.48071,0.42223,0.11379,2.75932,2.25565,0.00386,2.4454e-05,2.4454e-05,2.4454e-05
297,1973.55,1.38779,0.74955,0.00156,0.54164,0.45152,0.42249,0.11048,2.78433,2.26915,0.00395,2.41954e-05,2.41954e-05,2.41954e-05
298,1980.08,1.4165,0.77417,0.0015,0.55017,0.47931,0.4552,0.12891,2.67257,2.19965,0.00371,2.39387e-05,2.39387e-05,2.39387e-05
299,1987.31,1.45244,0.76572,0.00148,0.53743,0.49413,0.44684,0.12727,2.66843,2.20929,0.00366,2.36839e-05,2.36839e-05,2.36839e-05
300,1994.21,1.47646,0.83739,0.00153,0.52876,0.48074,0.44269,0.12131,2.72902,2.20231,0.00383,2.34311e-05,2.34311e-05,2.34311e-05
301,2000.62,1.42591,0.78023,0.0015,0.54156,0.48369,0.43689,0.12372,2.66803,2.18439,0.00368,2.31802e-05,2.31802e-05,2.31802e-05
302,2007.09,1.4219,0.75552,0.00147,0.5232,0.46829,0.41333,0.1081,2.80009,2.25459,0.00392,2.29313e-05,2.29313e-05,2.29313e-05
303,2013.63,1.46515,0.81924,0.0015,0.52429,0.48295,0.43476,0.12169,2.70801,2.25096,0.00374,2.26843e-05,2.26843e-05,2.26843e-05
304,2020.02,1.41138,0.79662,0.00147,0.52666,0.47612,0.43258,0.1148,2.7445,2.25782,0.00381,2.24394e-05,2.24394e-05,2.24394e-05
305,2026.45,1.39313,0.72771,0.00146,0.50672,0.45513,0.41383,0.10775,2.78436,2.28402,0.0039,2.21964e-05,2.21964e-05,2.21964e-05
306,2032.97,1.45901,0.79803,0.00155,0.53114,0.4568,0.43396,0.11766,2.73217,2.2544,0.0038,2.19555e-05,2.19555e-05,2.19555e-05
307,2039.56,1.45724,0.77373,0.00149,0.57766,0.44769,0.44362,0.12587,2.6433,2.27101,0.00363,2.17166e-05,2.17166e-05,2.17166e-05
308,2046,1.45706,0.8125,0.00152,0.56896,0.48709,0.46877,0.13901,2.58539,2.17767,0.00349,2.14798e-05,2.14798e-05,2.14798e-05
309,2052.5,1.43896,0.79881,0.00156,0.57739,0.51531,0.49187,0.15179,2.54848,2.11219,0.00342,2.1245e-05,2.1245e-05,2.1245e-05
310,2059.05,1.46025,0.81218,0.00156,0.52828,0.47259,0.42899,0.11589,2.76132,2.19338,0.00388,2.10123e-05,2.10123e-05,2.10123e-05
311,2065.62,1.44599,0.8006,0.00149,0.53912,0.48419,0.4427,0.12341,2.71457,2.19057,0.00376,2.07817e-05,2.07817e-05,2.07817e-05
312,2072.03,1.38761,0.74417,0.00146,0.54157,0.48248,0.44114,0.11704,2.7498,2.1956,0.00385,2.05533e-05,2.05533e-05,2.05533e-05
313,2078.61,1.44542,0.78902,0.00145,0.55052,0.48876,0.44863,0.12283,2.67929,2.18648,0.00368,2.03269e-05,2.03269e-05,2.03269e-05
314,2085.14,1.46886,0.81073,0.00145,0.54661,0.45561,0.43582,0.11971,2.69864,2.19693,0.00373,2.01027e-05,2.01027e-05,2.01027e-05
315,2091.55,1.41,0.81105,0.00149,0.54618,0.47576,0.44391,0.1233,2.65516,2.18299,0.00364,1.98806e-05,1.98806e-05,1.98806e-05
316,2098,1.46595,0.80774,0.00153,0.53691,0.47368,0.42804,0.11628,2.69544,2.21562,0.00371,1.96607e-05,1.96607e-05,1.96607e-05
317,2104.62,1.43621,0.773,0.00151,0.54956,0.46506,0.44901,0.12302,2.7214,2.17516,0.00377,1.9443e-05,1.9443e-05,1.9443e-05
318,2111.06,1.46502,0.82702,0.00153,0.53443,0.48176,0.44381,0.12354,2.67751,2.16385,0.00367,1.92275e-05,1.92275e-05,1.92275e-05
319,2117.6,1.46004,0.77396,0.00147,0.52073,0.45937,0.41466,0.11253,2.72071,2.21471,0.00377,1.90142e-05,1.90142e-05,1.90142e-05
320,2124.13,1.40917,0.76348,0.0015,0.53866,0.47923,0.43551,0.12138,2.65113,2.20381,0.00362,1.88031e-05,1.88031e-05,1.88031e-05
321,2130.56,1.41958,0.77383,0.00152,0.52059,0.49183,0.43557,0.12082,2.6529,2.18712,0.00363,1.85942e-05,1.85942e-05,1.85942e-05
322,2137.07,1.41585,0.75338,0.00143,0.54092,0.47468,0.43983,0.12647,2.62866,2.21914,0.00355,1.83876e-05,1.83876e-05,1.83876e-05
323,2143.5,1.43057,0.7528,0.00144,0.50841,0.4886,0.42519,0.11941,2.64927,2.18163,0.00359,1.81833e-05,1.81833e-05,1.81833e-05
324,2149.96,1.46732,0.80978,0.00148,0.52798,0.464,0.4279,0.11476,2.73328,2.21895,0.00378,1.79812e-05,1.79812e-05,1.79812e-05
325,2156.51,1.4273,0.78439,0.00144,0.54131,0.47648,0.44495,0.12416,2.65088,2.20981,0.00358,1.77814e-05,1.77814e-05,1.77814e-05
326,2162.96,1.41326,0.76445,0.00144,0.58852,0.44488,0.45078,0.126,2.65884,2.23524,0.00365,1.75839e-05,1.75839e-05,1.75839e-05
327,2169.55,1.44509,0.77214,0.00151,0.56768,0.48066,0.46122,0.12981,2.64982,2.17992,0.0036,1.73887e-05,1.73887e-05,1.73887e-05
328,2176.14,1.44992,0.77667,0.00156,0.51437,0.46188,0.42534,0.11378,2.70514,2.23313,0.00374,1.71958e-05,1.71958e-05,1.71958e-05
329,2182.6,1.47248,0.80992,0.00148,0.52333,0.46618,0.42714,0.11368,2.70874,2.21586,0.00374,1.70052e-05,1.70052e-05,1.70052e-05
330,2189.14,1.41816,0.74923,0.00143,0.54047,0.49617,0.45124,0.12409,2.65863,2.18452,0.00359,1.6817e-05,1.6817e-05,1.6817e-05
331,2195.62,1.43152,0.77511,0.00152,0.51113,0.47633,0.40262,0.10574,2.75424,2.19366,0.00382,1.66312e-05,1.66312e-05,1.66312e-05
332,2202.08,1.42954,0.78169,0.0014,0.55202,0.48654,0.44567,0.12185,2.66436,2.16529,0.00361,1.64477e-05,1.64477e-05,1.64477e-05
333,2208.74,1.4806,0.77636,0.00148,0.54953,0.50234,0.45794,0.13536,2.54505,2.16207,0.00335,1.62666e-05,1.62666e-05,1.62666e-05
334,2215.23,1.46479,0.8026,0.00145,0.55345,0.46427,0.46948,0.139,2.58242,2.20112,0.00343,1.60879e-05,1.60879e-05,1.60879e-05
335,2221.69,1.44682,0.80238,0.00146,0.53404,0.45265,0.42763,0.11781,2.68958,2.27127,0.00368,1.59116e-05,1.59116e-05,1.59116e-05
336,2228.25,1.42459,0.74766,0.00147,0.49145,0.47799,0.41936,0.11307,2.67724,2.29405,0.00366,1.57377e-05,1.57377e-05,1.57377e-05
337,2234.73,1.41029,0.78734,0.00143,0.53744,0.47825,0.45036,0.12745,2.62465,2.21576,0.00354,1.55662e-05,1.55662e-05,1.55662e-05
338,2241.28,1.4073,0.76376,0.00147,0.53123,0.43788,0.42841,0.11867,2.68994,2.27607,0.00369,1.53972e-05,1.53972e-05,1.53972e-05
